Region,Country,Year,Series,Value
598,Papua New Guinea,1990,Changes in stocks (petajoules),0
598,Papua New Guinea,1995,Changes in stocks (petajoules),3
598,Papua New Guinea,2000,Changes in stocks (petajoules),0
598,Papua New Guinea,2005,Changes in stocks (petajoules),0
598,Papua New Guinea,2010,Changes in stocks (petajoules),2
598,Papua New Guinea,2015,Changes in stocks (petajoules),1
598,Papua New Guinea,2016,Changes in stocks (petajoules),-3
598,Papua New Guinea,2017,Changes in stocks (petajoules),1
598,Papua New Guinea,1990,Total supply (petajoules),88
598,Papua New Guinea,1995,Total supply (petajoules),89
598,Papua New Guinea,2000,Total supply (petajoules),99
598,Papua New Guinea,2005,Total supply (petajoules),126
598,Papua New Guinea,2010,Total supply (petajoules),141
598,Papua New Guinea,2015,Total supply (petajoules),166
598,Papua New Guinea,2016,Total supply (petajoules),170
598,Papua New Guinea,2017,Total supply (petajoules),168
598,Papua New Guinea,1990,Supply per capita (gigajoules),21
598,Papua New Guinea,1995,Supply per capita (gigajoules),19
598,Papua New Guinea,2000,Supply per capita (gigajoules),18
598,Papua New Guinea,2005,Supply per capita (gigajoules),21
598,Papua New Guinea,2010,Supply per capita (gigajoules),20
598,Papua New Guinea,2015,Supply per capita (gigajoules),21
598,Papua New Guinea,2016,Supply per capita (gigajoules),21
598,Papua New Guinea,2017,Supply per capita (gigajoules),20
600,Paraguay,1990,Primary energy production (petajoules),145
600,Paraguay,1995,Primary energy production (petajoules),194
600,Paraguay,2000,Primary energy production (petajoules),276
600,Paraguay,2005,Primary energy production (petajoules),285
600,Paraguay,2010,Primary energy production (petajoules),324
600,Paraguay,2015,Primary energy production (petajoules),324
600,Paraguay,2016,Primary energy production (petajoules),350
600,Paraguay,2017,Primary energy production (petajoules),338
600,Paraguay,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-60
600,Paraguay,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-80
600,Paraguay,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-122
600,Paraguay,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-109
600,Paraguay,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-98
600,Paraguay,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-68
600,Paraguay,2016,Net imports [Imports - Exports - Bunkers] (petajoules),-76
600,Paraguay,2017,Net imports [Imports - Exports - Bunkers] (petajoules),-55
600,Paraguay,1990,Changes in stocks (petajoules),0
600,Paraguay,1995,Changes in stocks (petajoules),-4
600,Paraguay,2000,Changes in stocks (petajoules),2
600,Paraguay,2005,Changes in stocks (petajoules),-1
600,Paraguay,2010,Changes in stocks (petajoules),-4
600,Paraguay,2015,Changes in stocks (petajoules),0
600,Paraguay,2016,Changes in stocks (petajoules),3
600,Paraguay,2017,Changes in stocks (petajoules),-5
600,Paraguay,1990,Total supply (petajoules),84
600,Paraguay,1995,Total supply (petajoules),118
600,Paraguay,2000,Total supply (petajoules),153
600,Paraguay,2005,Total supply (petajoules),178
600,Paraguay,2010,Total supply (petajoules),231
600,Paraguay,2015,Total supply (petajoules),255
600,Paraguay,2016,Total supply (petajoules),271
600,Paraguay,2017,Total supply (petajoules),288
600,Paraguay,1990,Supply per capita (gigajoules),20
600,Paraguay,1995,Supply per capita (gigajoules),25
600,Paraguay,2000,Supply per capita (gigajoules),29
600,Paraguay,2005,Supply per capita (gigajoules),30
600,Paraguay,2010,Supply per capita (gigajoules),37
600,Paraguay,2015,Supply per capita (gigajoules),38
600,Paraguay,2016,Supply per capita (gigajoules),40
600,Paraguay,2017,Supply per capita (gigajoules),42
604,Peru,1990,Primary energy production (petajoules),439
604,Peru,1995,Primary energy production (petajoules),414
604,Peru,2000,Primary energy production (petajoules),391
604,Peru,2005,Primary energy production (petajoules),455
604,Peru,2010,Primary energy production (petajoules),810
604,Peru,2015,Primary energy production (petajoules),938
604,Peru,2016,Primary energy production (petajoules),957
604,Peru,2017,Primary energy production (petajoules),912
604,Peru,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-22
604,Peru,1995,Net imports [Imports - Exports - Bunkers] (petajoules),73
604,Peru,2000,Net imports [Imports - Exports - Bunkers] (petajoules),130
604,Peru,2005,Net imports [Imports - Exports - Bunkers] (petajoules),108
604,Peru,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-15
604,Peru,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-29
604,Peru,2016,Net imports [Imports - Exports - Bunkers] (petajoules),-19
604,Peru,2017,Net imports [Imports - Exports - Bunkers] (petajoules),10
604,Peru,1990,Changes in stocks (petajoules),-3
604,Peru,1995,Changes in stocks (petajoules),23
604,Peru,2000,Changes in stocks (petajoules),7
604,Peru,2005,Changes in stocks (petajoules),-3
604,Peru,2010,Changes in stocks (petajoules),-13
604,Peru,2015,Changes in stocks (petajoules),19
604,Peru,2016,Changes in stocks (petajoules),-14
604,Peru,2017,Changes in stocks (petajoules),-38
604,Peru,1990,Total supply (petajoules),421
604,Peru,1995,Total supply (petajoules),464
604,Peru,2000,Total supply (petajoules),514
604,Peru,2005,Total supply (petajoules),565
604,Peru,2010,Total supply (petajoules),808
604,Peru,2015,Total supply (petajoules),890
604,Peru,2016,Total supply (petajoules),953
604,Peru,2017,Total supply (petajoules),960
604,Peru,1990,Supply per capita (gigajoules),19
604,Peru,1995,Supply per capita (gigajoules),19
604,Peru,2000,Supply per capita (gigajoules),20
604,Peru,2005,Supply per capita (gigajoules),20
604,Peru,2010,Supply per capita (gigajoules),27
604,Peru,2015,Supply per capita (gigajoules),28
604,Peru,2016,Supply per capita (gigajoules),30
604,Peru,2017,Supply per capita (gigajoules),30
608,Philippines,1990,Primary energy production (petajoules),540
608,Philippines,1995,Primary energy production (petajoules),533
608,Philippines,2000,Primary energy production (petajoules),695
608,Philippines,2005,Primary energy production (petajoules),762
608,Philippines,2010,Primary energy production (petajoules),924
608,Philippines,2015,Primary energy production (petajoules),999
608,Philippines,2016,Primary energy production (petajoules),1106
608,Philippines,2017,Primary energy production (petajoules),1098
608,Philippines,1990,Net imports [Imports - Exports - Bunkers] (petajoules),512
608,Philippines,1995,Net imports [Imports - Exports - Bunkers] (petajoules),759
608,Philippines,2000,Net imports [Imports - Exports - Bunkers] (petajoules),860
608,Philippines,2005,Net imports [Imports - Exports - Bunkers] (petajoules),697
608,Philippines,2010,Net imports [Imports - Exports - Bunkers] (petajoules),718
608,Philippines,2015,Net imports [Imports - Exports - Bunkers] (petajoules),1066
608,Philippines,2016,Net imports [Imports - Exports - Bunkers] (petajoules),1082
608,Philippines,2017,Net imports [Imports - Exports - Bunkers] (petajoules),1187
608,Philippines,1990,Changes in stocks (petajoules),13
608,Philippines,1995,Changes in stocks (petajoules),28
608,Philippines,2000,Changes in stocks (petajoules),4
608,Philippines,2005,Changes in stocks (petajoules),-10
608,Philippines,2010,Changes in stocks (petajoules),11
608,Philippines,2015,Changes in stocks (petajoules),14
608,Philippines,2016,Changes in stocks (petajoules),5
608,Philippines,2017,Changes in stocks (petajoules),-35
608,Philippines,1990,Total supply (petajoules),1039
608,Philippines,1995,Total supply (petajoules),1264
608,Philippines,2000,Total supply (petajoules),1551
608,Philippines,2005,Total supply (petajoules),1469
608,Philippines,2010,Total supply (petajoules),1631
608,Philippines,2015,Total supply (petajoules),2050
608,Philippines,2016,Total supply (petajoules),2183
608,Philippines,2017,Total supply (petajoules),2321
608,Philippines,1990,Supply per capita (gigajoules),17
608,Philippines,1995,Supply per capita (gigajoules),18
608,Philippines,2000,Supply per capita (gigajoules),20
608,Philippines,2005,Supply per capita (gigajoules),17
608,Philippines,2010,Supply per capita (gigajoules),17
608,Philippines,2015,Supply per capita (gigajoules),20
608,Philippines,2016,Supply per capita (gigajoules),21
608,Philippines,2017,Supply per capita (gigajoules),22
616,Poland,1990,Primary energy production (petajoules),4350
616,Poland,1995,Primary energy production (petajoules),4162
616,Poland,2000,Primary energy production (petajoules),3319
616,Poland,2005,Primary energy production (petajoules),3281
616,Poland,2010,Primary energy production (petajoules),2809
616,Poland,2015,Primary energy production (petajoules),2843
616,Poland,2016,Primary energy production (petajoules),2791
616,Poland,2017,Primary energy production (petajoules),2690
616,Poland,1990,Net imports [Imports - Exports - Bunkers] (petajoules),85
616,Poland,1995,Net imports [Imports - Exports - Bunkers] (petajoules),50
616,Poland,2000,Net imports [Imports - Exports - Bunkers] (petajoules),441
616,Poland,2005,Net imports [Imports - Exports - Bunkers] (petajoules),692
616,Poland,2010,Net imports [Imports - Exports - Bunkers] (petajoules),1355
616,Poland,2015,Net imports [Imports - Exports - Bunkers] (petajoules),1193
616,Poland,2016,Net imports [Imports - Exports - Bunkers] (petajoules),1288
616,Poland,2017,Net imports [Imports - Exports - Bunkers] (petajoules),1672
616,Poland,1990,Changes in stocks (petajoules),43
616,Poland,1995,Changes in stocks (petajoules),-36
616,Poland,2000,Changes in stocks (petajoules),-24
616,Poland,2005,Changes in stocks (petajoules),82
616,Poland,2010,Changes in stocks (petajoules),-93
616,Poland,2015,Changes in stocks (petajoules),32
616,Poland,2016,Changes in stocks (petajoules),-111
616,Poland,2017,Changes in stocks (petajoules),-22
616,Poland,1990,Total supply (petajoules),4393
616,Poland,1995,Total supply (petajoules),4249
616,Poland,2000,Total supply (petajoules),3784
616,Poland,2005,Total supply (petajoules),3891
616,Poland,2010,Total supply (petajoules),4256
616,Poland,2015,Total supply (petajoules),4004
616,Poland,2016,Total supply (petajoules),4190
616,Poland,2017,Total supply (petajoules),4384
616,Poland,1990,Supply per capita (gigajoules),115
616,Poland,1995,Supply per capita (gigajoules),111
616,Poland,2000,Supply per capita (gigajoules),99
616,Poland,2005,Supply per capita (gigajoules),102
616,Poland,2010,Supply per capita (gigajoules),111
616,Poland,2015,Supply per capita (gigajoules),105
616,Poland,2016,Supply per capita (gigajoules),110
616,Poland,2017,Supply per capita (gigajoules),115
620,Portugal,1990,Primary energy production (petajoules),142
620,Portugal,1995,Primary energy production (petajoules),139
620,Portugal,2000,Primary energy production (petajoules),161
620,Portugal,2005,Primary energy production (petajoules),151
620,Portugal,2010,Primary energy production (petajoules),242
620,Portugal,2015,Primary energy production (petajoules),224
620,Portugal,2016,Primary energy production (petajoules),254
620,Portugal,2017,Primary energy production (petajoules),220
620,Portugal,1990,Net imports [Imports - Exports - Bunkers] (petajoules),579
620,Portugal,1995,Net imports [Imports - Exports - Bunkers] (petajoules),719
620,Portugal,2000,Net imports [Imports - Exports - Bunkers] (petajoules),870
620,Portugal,2005,Net imports [Imports - Exports - Bunkers] (petajoules),974
620,Portugal,2010,Net imports [Imports - Exports - Bunkers] (petajoules),726
620,Portugal,2015,Net imports [Imports - Exports - Bunkers] (petajoules),703
620,Portugal,2016,Net imports [Imports - Exports - Bunkers] (petajoules),654
620,Portugal,2017,Net imports [Imports - Exports - Bunkers] (petajoules),741
620,Portugal,1990,Changes in stocks (petajoules),19
620,Portugal,1995,Changes in stocks (petajoules),12
620,Portugal,2000,Changes in stocks (petajoules),0
620,Portugal,2005,Changes in stocks (petajoules),16
620,Portugal,2010,Changes in stocks (petajoules),-15
620,Portugal,2015,Changes in stocks (petajoules),7
620,Portugal,2016,Changes in stocks (petajoules),-6
620,Portugal,2017,Changes in stocks (petajoules),10
620,Portugal,1990,Total supply (petajoules),703
620,Portugal,1995,Total supply (petajoules),846
620,Portugal,2000,Total supply (petajoules),1031
620,Portugal,2005,Total supply (petajoules),1109
620,Portugal,2010,Total supply (petajoules),983
620,Portugal,2015,Total supply (petajoules),920
620,Portugal,2016,Total supply (petajoules),913
620,Portugal,2017,Total supply (petajoules),951
620,Portugal,1990,Supply per capita (gigajoules),71
620,Portugal,1995,Supply per capita (gigajoules),84
620,Portugal,2000,Supply per capita (gigajoules),100
620,Portugal,2005,Supply per capita (gigajoules),105
620,Portugal,2010,Supply per capita (gigajoules),92
620,Portugal,2015,Supply per capita (gigajoules),88
620,Portugal,2016,Supply per capita (gigajoules),88
620,Portugal,2017,Supply per capita (gigajoules),92
630,Puerto Rico,1990,Primary energy production (petajoules),1
630,Puerto Rico,1995,Primary energy production (petajoules),0
630,Puerto Rico,2000,Primary energy production (petajoules),1
630,Puerto Rico,2005,Primary energy production (petajoules),0
630,Puerto Rico,2010,Primary energy production (petajoules),0
630,Puerto Rico,2015,Primary energy production (petajoules),1
630,Puerto Rico,2016,Primary energy production (petajoules),1
630,Puerto Rico,2017,Primary energy production (petajoules),1
630,Puerto Rico,2000,Net imports [Imports - Exports - Bunkers] (petajoules),12
630,Puerto Rico,2005,Net imports [Imports - Exports - Bunkers] (petajoules),24
630,Puerto Rico,2010,Net imports [Imports - Exports - Bunkers] (petajoules),27
630,Puerto Rico,2015,Net imports [Imports - Exports - Bunkers] (petajoules),52
630,Puerto Rico,2016,Net imports [Imports - Exports - Bunkers] (petajoules),59
630,Puerto Rico,2017,Net imports [Imports - Exports - Bunkers] (petajoules),49
630,Puerto Rico,1990,Total supply (petajoules),1
630,Puerto Rico,1995,Total supply (petajoules),0
630,Puerto Rico,2000,Total supply (petajoules),13
630,Puerto Rico,2005,Total supply (petajoules),24
630,Puerto Rico,2010,Total supply (petajoules),27
630,Puerto Rico,2015,Total supply (petajoules),53
630,Puerto Rico,2016,Total supply (petajoules),61
630,Puerto Rico,2017,Total supply (petajoules),50
630,Puerto Rico,1990,Supply per capita (gigajoules),0
630,Puerto Rico,1995,Supply per capita (gigajoules),0
630,Puerto Rico,2000,Supply per capita (gigajoules),3
630,Puerto Rico,2005,Supply per capita (gigajoules),6
630,Puerto Rico,2010,Supply per capita (gigajoules),8
630,Puerto Rico,2015,Supply per capita (gigajoules),16
630,Puerto Rico,2016,Supply per capita (gigajoules),18
630,Puerto Rico,2017,Supply per capita (gigajoules),16
634,Qatar,1990,Primary energy production (petajoules),1009
634,Qatar,1995,Primary energy production (petajoules),1364
634,Qatar,2000,Primary energy production (petajoules),2449
634,Qatar,2005,Primary energy production (petajoules),3718
634,Qatar,2010,Primary energy production (petajoules),7428
634,Qatar,2015,Primary energy production (petajoules),9316
634,Qatar,2016,Primary energy production (petajoules),9518
634,Qatar,2017,Primary energy production (petajoules),9387
634,Qatar,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-832
634,Qatar,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-811
634,Qatar,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-1921
634,Qatar,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-2991
634,Qatar,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-6261
634,Qatar,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-7378
634,Qatar,2016,Net imports [Imports - Exports - Bunkers] (petajoules),-7638
634,Qatar,2017,Net imports [Imports - Exports - Bunkers] (petajoules),-7604
634,Qatar,1990,Changes in stocks (petajoules),-22
634,Qatar,1995,Changes in stocks (petajoules),0
634,Qatar,2000,Changes in stocks (petajoules),-56
634,Qatar,2005,Changes in stocks (petajoules),-1
634,Qatar,2010,Changes in stocks (petajoules),3
634,Qatar,2015,Changes in stocks (petajoules),110
634,Qatar,2016,Changes in stocks (petajoules),118
634,Qatar,2017,Changes in stocks (petajoules),-15
634,Qatar,1990,Total supply (petajoules),199
634,Qatar,1995,Total supply (petajoules),553
634,Qatar,2000,Total supply (petajoules),584
634,Qatar,2005,Total supply (petajoules),728
634,Qatar,2010,Total supply (petajoules),1165
634,Qatar,2015,Total supply (petajoules),1828
634,Qatar,2016,Total supply (petajoules),1762
634,Qatar,2017,Total supply (petajoules),1798
634,Qatar,1990,Supply per capita (gigajoules),420
634,Qatar,1995,Supply per capita (gigajoules),1102
634,Qatar,2000,Supply per capita (gigajoules),988
634,Qatar,2005,Supply per capita (gigajoules),886
634,Qatar,2010,Supply per capita (gigajoules),655
634,Qatar,2015,Supply per capita (gigajoules),737
634,Qatar,2016,Supply per capita (gigajoules),686
634,Qatar,2017,Supply per capita (gigajoules),681
410,Republic of Korea,1990,Primary energy production (petajoules),941
410,Republic of Korea,1995,Primary energy production (petajoules),878
410,Republic of Korea,2000,Primary energy production (petajoules),1428
410,Republic of Korea,2005,Primary energy production (petajoules),1781
410,Republic of Korea,2010,Primary energy production (petajoules),1863
410,Republic of Korea,2015,Primary energy production (petajoules),2125
410,Republic of Korea,2016,Primary energy production (petajoules),2125
410,Republic of Korea,2017,Primary energy production (petajoules),2028
410,Republic of Korea,1990,Net imports [Imports - Exports - Bunkers] (petajoules),2857
410,Republic of Korea,1995,Net imports [Imports - Exports - Bunkers] (petajoules),5358
410,Republic of Korea,2000,Net imports [Imports - Exports - Bunkers] (petajoules),6555
410,Republic of Korea,2005,Net imports [Imports - Exports - Bunkers] (petajoules),6863
410,Republic of Korea,2010,Net imports [Imports - Exports - Bunkers] (petajoules),8752
410,Republic of Korea,2015,Net imports [Imports - Exports - Bunkers] (petajoules),9371
410,Republic of Korea,2016,Net imports [Imports - Exports - Bunkers] (petajoules),9704
410,Republic of Korea,2017,Net imports [Imports - Exports - Bunkers] (petajoules),9835
410,Republic of Korea,1990,Changes in stocks (petajoules),-70
410,Republic of Korea,1995,Changes in stocks (petajoules),115
410,Republic of Korea,2000,Changes in stocks (petajoules),71
410,Republic of Korea,2005,Changes in stocks (petajoules),-179
410,Republic of Korea,2010,Changes in stocks (petajoules),117
410,Republic of Korea,2015,Changes in stocks (petajoules),68
410,Republic of Korea,2016,Changes in stocks (petajoules),-1
410,Republic of Korea,2017,Changes in stocks (petajoules),42
410,Republic of Korea,1990,Total supply (petajoules),3868
410,Republic of Korea,1995,Total supply (petajoules),6121
410,Republic of Korea,2000,Total supply (petajoules),7912
410,Republic of Korea,2005,Total supply (petajoules),8822
410,Republic of Korea,2010,Total supply (petajoules),10498
410,Republic of Korea,2015,Total supply (petajoules),11428
410,Republic of Korea,2016,Total supply (petajoules),11829
410,Republic of Korea,2017,Total supply (petajoules),11821
410,Republic of Korea,1990,Supply per capita (gigajoules),90
410,Republic of Korea,1995,Supply per capita (gigajoules),137
410,Republic of Korea,2000,Supply per capita (gigajoules),172
410,Republic of Korea,2005,Supply per capita (gigajoules),188
410,Republic of Korea,2010,Supply per capita (gigajoules),212
410,Republic of Korea,2015,Supply per capita (gigajoules),226
410,Republic of Korea,2016,Supply per capita (gigajoules),233
410,Republic of Korea,2017,Supply per capita (gigajoules),232
498,Republic of Moldova,1995,Primary energy production (petajoules),4
498,Republic of Moldova,2000,Primary energy production (petajoules),3
498,Republic of Moldova,2005,Primary energy production (petajoules),4
498,Republic of Moldova,2010,Primary energy production (petajoules),8
498,Republic of Moldova,2015,Primary energy production (petajoules),31
498,Republic of Moldova,2016,Primary energy production (petajoules),33
498,Republic of Moldova,2017,Primary energy production (petajoules),37
498,Republic of Moldova,1995,Net imports [Imports - Exports - Bunkers] (petajoules),184
498,Republic of Moldova,2000,Net imports [Imports - Exports - Bunkers] (petajoules),64
498,Republic of Moldova,2005,Net imports [Imports - Exports - Bunkers] (petajoules),85
498,Republic of Moldova,2010,Net imports [Imports - Exports - Bunkers] (petajoules),69
498,Republic of Moldova,2015,Net imports [Imports - Exports - Bunkers] (petajoules),69
498,Republic of Moldova,2016,Net imports [Imports - Exports - Bunkers] (petajoules),71
498,Republic of Moldova,2017,Net imports [Imports - Exports - Bunkers] (petajoules),78
498,Republic of Moldova,1995,Changes in stocks (petajoules),2
498,Republic of Moldova,2000,Changes in stocks (petajoules),0
498,Republic of Moldova,2005,Changes in stocks (petajoules),0
498,Republic of Moldova,2010,Changes in stocks (petajoules),-2
498,Republic of Moldova,2015,Changes in stocks (petajoules),0
498,Republic of Moldova,2016,Changes in stocks (petajoules),0
498,Republic of Moldova,2017,Changes in stocks (petajoules),0
498,Republic of Moldova,1995,Total supply (petajoules),186
498,Republic of Moldova,2000,Total supply (petajoules),66
498,Republic of Moldova,2005,Total supply (petajoules),89
498,Republic of Moldova,2010,Total supply (petajoules),80
498,Republic of Moldova,2015,Total supply (petajoules),100
498,Republic of Moldova,2016,Total supply (petajoules),104
498,Republic of Moldova,2017,Total supply (petajoules),114
498,Republic of Moldova,1995,Supply per capita (gigajoules),43
498,Republic of Moldova,2000,Supply per capita (gigajoules),16
498,Republic of Moldova,2005,Supply per capita (gigajoules),24
498,Republic of Moldova,2010,Supply per capita (gigajoules),20
498,Republic of Moldova,2015,Supply per capita (gigajoules),25
498,Republic of Moldova,2016,Supply per capita (gigajoules),26
498,Republic of Moldova,2017,Supply per capita (gigajoules),28
638,Réunion,1990,Primary energy production (petajoules),8
638,Réunion,1995,Primary energy production (petajoules),9
638,Réunion,2000,Primary energy production (petajoules),7
638,Réunion,2005,Primary energy production (petajoules),7
638,Réunion,2010,Primary energy production (petajoules),8
638,Réunion,1990,Net imports [Imports - Exports - Bunkers] (petajoules),16
638,Réunion,1995,Net imports [Imports - Exports - Bunkers] (petajoules),23
638,Réunion,2000,Net imports [Imports - Exports - Bunkers] (petajoules),36
638,Réunion,2005,Net imports [Imports - Exports - Bunkers] (petajoules),44
638,Réunion,2010,Net imports [Imports - Exports - Bunkers] (petajoules),50
638,Réunion,1990,Changes in stocks (petajoules),0
638,Réunion,1995,Changes in stocks (petajoules),0
638,Réunion,2000,Changes in stocks (petajoules),1
638,Réunion,2005,Changes in stocks (petajoules),1
638,Réunion,2010,Changes in stocks (petajoules),0
638,Réunion,1990,Total supply (petajoules),24
638,Réunion,1995,Total supply (petajoules),31
638,Réunion,2000,Total supply (petajoules),42
638,Réunion,2005,Total supply (petajoules),49
638,Réunion,2010,Total supply (petajoules),58
642,Romania,1990,Primary energy production (petajoules),1695
642,Romania,1995,Primary energy production (petajoules),1335
642,Romania,2000,Primary energy production (petajoules),1194
642,Romania,2005,Primary energy production (petajoules),1173
642,Romania,2010,Primary energy production (petajoules),1155
642,Romania,2015,Primary energy production (petajoules),1116
642,Romania,2016,Primary energy production (petajoules),1045
642,Romania,2017,Primary energy production (petajoules),1071
642,Romania,1990,Net imports [Imports - Exports - Bunkers] (petajoules),937
642,Romania,1995,Net imports [Imports - Exports - Bunkers] (petajoules),591
642,Romania,2000,Net imports [Imports - Exports - Bunkers] (petajoules),331
642,Romania,2005,Net imports [Imports - Exports - Bunkers] (petajoules),446
642,Romania,2010,Net imports [Imports - Exports - Bunkers] (petajoules),311
642,Romania,2015,Net imports [Imports - Exports - Bunkers] (petajoules),217
642,Romania,2016,Net imports [Imports - Exports - Bunkers] (petajoules),286
642,Romania,2017,Net imports [Imports - Exports - Bunkers] (petajoules),319
642,Romania,1990,Changes in stocks (petajoules),11
642,Romania,1995,Changes in stocks (petajoules),2
642,Romania,2000,Changes in stocks (petajoules),-8
642,Romania,2005,Changes in stocks (petajoules),-7
642,Romania,2010,Changes in stocks (petajoules),-7
642,Romania,2015,Changes in stocks (petajoules),-7
642,Romania,2016,Changes in stocks (petajoules),-5
642,Romania,2017,Changes in stocks (petajoules),-11
642,Romania,1990,Total supply (petajoules),2621
642,Romania,1995,Total supply (petajoules),1925
642,Romania,2000,Total supply (petajoules),1532
642,Romania,2005,Total supply (petajoules),1626
642,Romania,2010,Total supply (petajoules),1474
642,Romania,2015,Total supply (petajoules),1341
642,Romania,2016,Total supply (petajoules),1336
642,Romania,2017,Total supply (petajoules),1401
642,Romania,1990,Supply per capita (gigajoules),113
642,Romania,1995,Supply per capita (gigajoules),85
642,Romania,2000,Supply per capita (gigajoules),69
642,Romania,2005,Supply per capita (gigajoules),75
642,Romania,2010,Supply per capita (gigajoules),72
642,Romania,2015,Supply per capita (gigajoules),67
642,Romania,2016,Supply per capita (gigajoules),68
642,Romania,2017,Supply per capita (gigajoules),71
643,Russian Federation,1995,Primary energy production (petajoules),40589
643,Russian Federation,2000,Primary energy production (petajoules),41030
643,Russian Federation,2005,Primary energy production (petajoules),50506
643,Russian Federation,2010,Primary energy production (petajoules),53679
643,Russian Federation,2015,Primary energy production (petajoules),56024
643,Russian Federation,2016,Primary energy production (petajoules),57191
643,Russian Federation,2017,Primary energy production (petajoules),59485
643,Russian Federation,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-13397
643,Russian Federation,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-14842
643,Russian Federation,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-22870
643,Russian Federation,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-24601
643,Russian Federation,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-26106
643,Russian Federation,2016,Net imports [Imports - Exports - Bunkers] (petajoules),-27622
643,Russian Federation,2017,Net imports [Imports - Exports - Bunkers] (petajoules),-27620
643,Russian Federation,1995,Changes in stocks (petajoules),472
643,Russian Federation,2000,Changes in stocks (petajoules),195
643,Russian Federation,2005,Changes in stocks (petajoules),298
643,Russian Federation,2010,Changes in stocks (petajoules),147
643,Russian Federation,2015,Changes in stocks (petajoules),75
643,Russian Federation,2016,Changes in stocks (petajoules),53
643,Russian Federation,2017,Changes in stocks (petajoules),684
643,Russian Federation,1995,Total supply (petajoules),26720
643,Russian Federation,2000,Total supply (petajoules),25994
643,Russian Federation,2005,Total supply (petajoules),27338
643,Russian Federation,2010,Total supply (petajoules),28932
643,Russian Federation,2015,Total supply (petajoules),29843
643,Russian Federation,2016,Total supply (petajoules),29516
643,Russian Federation,2017,Total supply (petajoules),31182
643,Russian Federation,1995,Supply per capita (gigajoules),180
643,Russian Federation,2000,Supply per capita (gigajoules),177
643,Russian Federation,2005,Supply per capita (gigajoules),190
643,Russian Federation,2010,Supply per capita (gigajoules),202
643,Russian Federation,2015,Supply per capita (gigajoules),207
643,Russian Federation,2016,Supply per capita (gigajoules),205
643,Russian Federation,2017,Supply per capita (gigajoules),217
646,Rwanda,1990,Primary energy production (petajoules),28
646,Rwanda,1995,Primary energy production (petajoules),48
646,Rwanda,2000,Primary energy production (petajoules),46
646,Rwanda,2005,Primary energy production (petajoules),63
646,Rwanda,2010,Primary energy production (petajoules),76
646,Rwanda,2015,Primary energy production (petajoules),85
646,Rwanda,2016,Primary energy production (petajoules),86
646,Rwanda,2017,Primary energy production (petajoules),86
646,Rwanda,1990,Net imports [Imports - Exports - Bunkers] (petajoules),8
646,Rwanda,1995,Net imports [Imports - Exports - Bunkers] (petajoules),7
646,Rwanda,2000,Net imports [Imports - Exports - Bunkers] (petajoules),8
646,Rwanda,2005,Net imports [Imports - Exports - Bunkers] (petajoules),7
646,Rwanda,2010,Net imports [Imports - Exports - Bunkers] (petajoules),8
646,Rwanda,2015,Net imports [Imports - Exports - Bunkers] (petajoules),13
646,Rwanda,2016,Net imports [Imports - Exports - Bunkers] (petajoules),13
646,Rwanda,2017,Net imports [Imports - Exports - Bunkers] (petajoules),13
646,Rwanda,2005,Changes in stocks (petajoules),0
646,Rwanda,1990,Total supply (petajoules),35
646,Rwanda,1995,Total supply (petajoules),54
646,Rwanda,2000,Total supply (petajoules),54
646,Rwanda,2005,Total supply (petajoules),71
646,Rwanda,2010,Total supply (petajoules),84
646,Rwanda,2015,Total supply (petajoules),98
646,Rwanda,2016,Total supply (petajoules),99
646,Rwanda,2017,Total supply (petajoules),99
646,Rwanda,1990,Supply per capita (gigajoules),5
646,Rwanda,1995,Supply per capita (gigajoules),10
646,Rwanda,2000,Supply per capita (gigajoules),7
646,Rwanda,2005,Supply per capita (gigajoules),8
646,Rwanda,2010,Supply per capita (gigajoules),8
646,Rwanda,2015,Supply per capita (gigajoules),8
646,Rwanda,2016,Supply per capita (gigajoules),8
646,Rwanda,2017,Supply per capita (gigajoules),8
654,Saint Helena,1990,Primary energy production (petajoules),0
654,Saint Helena,1995,Primary energy production (petajoules),0
654,Saint Helena,2000,Primary energy production (petajoules),0
654,Saint Helena,2005,Primary energy production (petajoules),0
654,Saint Helena,2010,Primary energy production (petajoules),0
654,Saint Helena,2015,Primary energy production (petajoules),0
